booking_id,user_id,partner_id,booking_date,travel_date,amount_usd,destination_country,booking_status,days_to_travel,name,email,country_x,signup_date,loyalty_status,age,preferred_travel_type,partner_name,partner_type,country_y,rating
519,5,11,2023-10-11,2025-08-26,1600.99,Svalbard & Jan Mayen Islands,Confirmed,685,Joseph Collier,josepharmstrong@hotmail.com,Portugal,2024-08-04,Silver,41,Relaxation,"Hawkins, Ward and Wagner",Hotel,Iceland,2.0
520,62,5,2023-05-29,2025-11-28,1467.2,Aruba,Confirmed,914,Cindy Adkins,mhenson@johnson.com,Russian Federation,2024-06-07,Platinum,32,Adventure,Ruiz-Dunn,Hotel,Western Sahara,
521,98,17,2025-04-26,2026-04-10,1746.77,Guinea,Pending,349,Leslie Santiago,bellis@yahoo.com,Korea,2024-04-10,Bronze,29,Relaxation,Hernandez-House,Hotel,Suriname,
522,70,25,2025-03-02,2026-04-08,1150.93,Libyan Arab Jamahiriya,Confirmed,402,Paul Sandoval,xharris@hotmail.com,Poland,2024-06-07,Bronze,69,Cultural,"Harris, Mosley and Mcbride",Airline,Saint Martin,
523,174,28,2024-01-24,2026-01-19,1299.01,Pitcairn Islands,Confirmed,726,Michelle Fischer,angela72@hotmail.com,Bosnia and Herzegovina,2024-11-29,Platinum,58,Romantic,"Lara, Peterson and Brown",Airline,Faroe Islands,
524,45,17,2024-10-05,2025-07-07,795.74,Bhutan,Cancelled,275,Donald Walker,ryandavis@yahoo.com,Bosnia and Herzegovina,2022-05-14,Bronze,22,Romantic,Hernandez-House,Hotel,Suriname,
525,180,16,2023-10-04,2025-11-22,1177.73,Norway,Cancelled,780,Sarah Collins,joyce36@edwards.com,Montserrat,2023-09-04,Silver,55,Cultural,Gonzalez and Sons,Airline,Pakistan,3.0
526,35,12,2023-11-03,2025-07-30,1615.08,Kuwait,Confirmed,635,Joseph Brown,kristinaperkins@hotmail.com,Guyana,2022-12-09,Platinum,33,Relaxation,Hernandez Group,Airline,Monaco,
527,61,24,2024-04-29,2026-02-05,869.97,Turkey,Cancelled,647,Philip Morgan,gregory82@schmidt-valencia.org,Reunion,2024-02-17,Silver,43,Cultural,Gonzalez and Sons,Hotel,Singapore,
528,35,12,2024-12-02,2026-02-12,1680.57,Guadeloupe,Pending,437,Joseph Brown,kristinaperkins@hotmail.com,Guyana,2022-12-09,Platinum,33,Relaxation,Hernandez Group,Airline,Monaco,
529,158,25,2024-06-26,2026-04-14,1145.14,Cocos (Keeling) Islands,Cancelled,657,Steven Watson,mcooper@coleman.com,Ecuador,2024-11-15,Gold,61,Adventure,"Harris, Mosley and Mcbride",Airline,Saint Martin,4.0
530,125,2,2025-01-03,2025-07-17,1216.81,Hungary,Pending,195,Charles Robinson,manuelking@stephens-baker.net,Madagascar,2022-12-16,Gold,33,Cultural,Watts PLC,Hotel,Tuvalu,
531,21,28,2025-05-02,2026-03-25,348.35,Macao,Pending,327,Samantha Adkins,martinezcharles@rubio.com,Malta,2023-07-17,Silver,44,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,
532,182,19,2024-09-29,2025-07-18,1010.36,Senegal,Pending,292,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Phillips LLC,Hotel,Iceland,1.0
533,68,11,2023-10-07,2026-05-13,61.77,Malta,Cancelled,949,Erin Brooks,qramos@yahoo.com,Namibia,2023-04-03,Gold,35,Relaxation,"Hawkins, Ward and Wagner",Hotel,Iceland,
534,182,23,2024-06-13,2025-06-04,667.72,Bhutan,Cancelled,356,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Figueroa PLC,Hotel,Greenland,
535,31,9,2024-01-02,2026-05-10,1132.78,Myanmar,Cancelled,859,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,Peck and Sons,Airline,Namibia,
536,135,17,2024-06-29,2025-12-08,112.02,Guyana,Cancelled,527,Danielle Zimmerman,wboyd@barnes-martin.com,Guernsey,2024-01-14,Bronze,51,Relaxation,Hernandez-House,Hotel,Suriname,
537,31,13,2024-04-18,2026-01-29,1919.02,Barbados,Cancelled,651,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,Barker LLC,Hotel,Mali,
538,65,8,2024-07-01,2025-09-06,1701.18,Uruguay,Confirmed,432,Sharon Ward,laurawu@yahoo.com,Sri Lanka,2023-09-04,Silver,69,Business,"Castro, Howard and Jackson",Airline,Saint Martin,
539,136,16,2023-06-01,2025-07-14,236.94,Colombia,Confirmed,774,Donald Benton,sblair@hotmail.com,Algeria,2023-02-07,Gold,54,Adventure,Gonzalez and Sons,Airline,Pakistan,
540,112,16,2024-03-30,2025-06-03,1460.41,Portugal,Confirmed,430,Amanda Green,efox@simpson.net,Tunisia,2024-03-13,Bronze,37,Business,Gonzalez and Sons,Airline,Pakistan,3.0
541,126,9,2023-12-03,2025-11-26,965.83,Niger,Confirmed,724,Robert Maldonado,eduardo51@yahoo.com,Svalbard & Jan Mayen Islands,2024-11-22,Gold,51,Relaxation,Peck and Sons,Airline,Namibia,1.0
542,191,3,2024-04-16,2025-06-26,927.36,Myanmar,Confirmed,436,Cody Bowman,deleonmichelle@yahoo.com,Kyrgyz Republic,2023-04-14,Silver,51,Relaxation,Mcdonald-Walker,Hotel,Cyprus,1.0
543,144,23,2024-05-27,2025-09-24,518.9,Singapore,Pending,485,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,Figueroa PLC,Hotel,Greenland,5.0
544,75,29,2024-02-10,2025-05-26,1490.16,Lebanon,Pending,471,Julia Robinson,mcfarlandbenjamin@hotmail.com,Syrian Arab Republic,2022-11-24,Platinum,36,Adventure,Collins-Robles,Hotel,Micronesia,
545,9,3,2024-11-11,2026-02-06,1269.93,Central African Republic,Confirmed,452,Cesar Payne,garciakristine@montgomery.com,British Virgin Islands,2024-06-14,Platinum,54,Business,Mcdonald-Walker,Hotel,Cyprus,4.0
546,135,30,2024-08-01,2026-04-30,630.46,Sudan,Confirmed,637,Danielle Zimmerman,wboyd@barnes-martin.com,Guernsey,2024-01-14,Bronze,51,Relaxation,Williams and Sons,Airline,Liechtenstein,
547,6,29,2023-11-07,2025-08-03,1964.85,Bangladesh,Pending,635,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,Collins-Robles,Hotel,Micronesia,4.0
547,6,29,2023-11-07,2025-08-03,1964.85,Bangladesh,Pending,635,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,Collins-Robles,Hotel,Micronesia,2.0
548,196,18,2024-04-13,2025-11-18,396.38,Cuba,Cancelled,584,Christian Walker,mcdonaldcory@yahoo.com,Guatemala,2025-01-26,Bronze,18,Romantic,Cooke Inc,Hotel,Colombia,
549,157,23,2023-08-29,2025-06-08,1207.41,Latvia,Cancelled,649,Sherry Estrada,fshort@hotmail.com,Nauru,2024-01-27,Bronze,28,Business,Figueroa PLC,Hotel,Greenland,5.0
550,7,27,2023-05-14,2026-03-30,879.7,Guernsey,Cancelled,1051,Hunter Wallace,campbellannette@gmail.com,Turkmenistan,2024-09-22,Bronze,59,Relaxation,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
551,23,20,2024-07-10,2026-01-28,164.32,Montenegro,Pending,567,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Jones-Yates,Hotel,Eritrea,2.0
552,200,2,2023-10-26,2026-05-10,514.87,Mexico,Confirmed,927,Justin Thomas,jameswagner@yahoo.com,Sri Lanka,2023-05-05,Silver,59,Adventure,Watts PLC,Hotel,Tuvalu,
553,64,4,2023-10-11,2025-11-19,1322.32,Czech Republic,Cancelled,770,Brian Savage,knightrandy@hotmail.com,Bahrain,2022-06-29,Bronze,39,Relaxation,Nash-Spencer,Hotel,Costa Rica,
554,28,13,2023-11-04,2026-03-08,308.11,Armenia,Confirmed,855,Dale Rich,robert71@yahoo.com,Azerbaijan,2024-02-21,Silver,51,Adventure,Barker LLC,Hotel,Mali,
555,12,21,2024-03-14,2026-01-17,1885.5,Saint Lucia,Cancelled,674,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,"Monroe, Solis and Howell",Airline,Cyprus,
556,180,28,2023-07-12,2026-02-10,1863.75,Lebanon,Cancelled,944,Sarah Collins,joyce36@edwards.com,Montserrat,2023-09-04,Silver,55,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,
557,25,12,2024-04-09,2026-02-28,1690.74,Dominica,Cancelled,690,Joseph Snyder,stevensdevin@alvarado.com,Macao,2022-07-28,Gold,42,Relaxation,Hernandez Group,Airline,Monaco,
558,31,11,2024-01-25,2025-08-20,210.52,Mozambique,Pending,573,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,"Hawkins, Ward and Wagner",Hotel,Iceland,1.0
558,31,11,2024-01-25,2025-08-20,210.52,Mozambique,Pending,573,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,"Hawkins, Ward and Wagner",Hotel,Iceland,3.0
559,45,29,2024-05-13,2025-06-07,767.03,Palestinian Territory,Pending,390,Donald Walker,ryandavis@yahoo.com,Bosnia and Herzegovina,2022-05-14,Bronze,22,Romantic,Collins-Robles,Hotel,Micronesia,
560,72,26,2025-02-12,2025-09-15,1998.97,Namibia,Confirmed,215,Traci Hart,sherry24@davis.info,Madagascar,2023-10-10,Platinum,51,Cultural,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,1.0
561,113,10,2024-07-24,2025-10-16,258.85,Thailand,Pending,449,Nicole Richardson,david97@hotmail.com,Grenada,2025-02-24,Silver,41,Cultural,"Porter, Hampton and Sanchez",Airline,Iran,
562,41,6,2024-05-08,2025-12-23,876.91,Panama,Confirmed,594,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,"Gardner, Davis and Weaver",Airline,Peru,3.0
562,41,6,2024-05-08,2025-12-23,876.91,Panama,Confirmed,594,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,"Gardner, Davis and Weaver",Airline,Peru,2.0
562,41,6,2024-05-08,2025-12-23,876.91,Panama,Confirmed,594,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,"Gardner, Davis and Weaver",Airline,Peru,2.0
563,190,1,2024-11-15,2025-09-03,323.67,Saint Vincent and the Grenadines,Cancelled,292,Katherine Davis,dustin72@hotmail.com,New Caledonia,2023-11-23,Platinum,61,Relaxation,Dunn Ltd,Airline,Guernsey,
564,143,30,2023-08-10,2026-02-18,1066.4,Saint Pierre and Miquelon,Pending,923,Meghan Cooper,tinahall@hotmail.com,Turks and Caicos Islands,2024-07-22,Gold,19,Romantic,Williams and Sons,Airline,Liechtenstein,
565,2,11,2024-02-20,2025-08-14,89.19,Australia,Cancelled,541,Eric Fisher,lori87@gmail.com,Saint Helena,2023-05-31,Platinum,63,Business,"Hawkins, Ward and Wagner",Hotel,Iceland,5.0
565,2,11,2024-02-20,2025-08-14,89.19,Australia,Cancelled,541,Eric Fisher,lori87@gmail.com,Saint Helena,2023-05-31,Platinum,63,Business,"Hawkins, Ward and Wagner",Hotel,Iceland,5.0
566,45,6,2023-11-22,2026-02-06,1583.81,Congo,Cancelled,807,Donald Walker,ryandavis@yahoo.com,Bosnia and Herzegovina,2022-05-14,Bronze,22,Romantic,"Gardner, Davis and Weaver",Airline,Peru,5.0
567,154,17,2025-02-05,2025-05-20,1267.97,Saint Lucia,Confirmed,104,Emily Glover,pauljones@brown-mayer.com,Turks and Caicos Islands,2024-08-08,Bronze,19,Cultural,Hernandez-House,Hotel,Suriname,
568,14,27,2024-06-24,2025-12-24,380.24,French Guiana,Pending,548,David Martinez,ssweeney@hotmail.com,Saint Pierre and Miquelon,2024-03-29,Gold,24,Relaxation,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
569,20,1,2024-05-04,2026-03-07,76.82,Central African Republic,Cancelled,672,Jennifer Jones,stuartmichael@hotmail.com,French Guiana,2022-09-11,Bronze,59,Romantic,Dunn Ltd,Airline,Guernsey,2.0
570,144,6,2025-01-19,2025-11-15,225.14,Cook Islands,Cancelled,300,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,"Gardner, Davis and Weaver",Airline,Peru,3.0
571,154,17,2023-12-21,2026-04-03,1311.5,Guernsey,Pending,834,Emily Glover,pauljones@brown-mayer.com,Turks and Caicos Islands,2024-08-08,Bronze,19,Cultural,Hernandez-House,Hotel,Suriname,
572,12,30,2023-09-02,2025-10-08,1778.27,New Caledonia,Cancelled,767,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,Williams and Sons,Airline,Liechtenstein,2.0
573,128,23,2025-04-06,2025-07-10,1829.83,Central African Republic,Pending,95,Michelle Fuller,brandyprice@cooper-bradford.com,Cambodia,2023-07-11,Silver,51,Adventure,Figueroa PLC,Hotel,Greenland,
574,146,27,2024-07-18,2025-05-30,967.88,Romania,Pending,316,Ann Smith,michael69@torres.biz,Germany,2022-05-27,Silver,21,Business,"Hunt, Peterson and Chavez",Airline,Turkmenistan,4.0
575,43,21,2024-01-10,2025-08-22,1806.15,Mauritania,Cancelled,590,Raymond Perez,briangriffith@hernandez.biz,San Marino,2024-05-01,Bronze,37,Romantic,"Monroe, Solis and Howell",Airline,Cyprus,
576,32,28,2024-10-21,2025-05-14,1131.57,Guam,Confirmed,205,Neil Anderson,contrerasrobert@hoffman.com,France,2024-05-13,Platinum,44,Romantic,"Lara, Peterson and Brown",Airline,Faroe Islands,4.0
577,136,3,2023-10-17,2026-01-10,1640.05,United Kingdom,Cancelled,816,Donald Benton,sblair@hotmail.com,Algeria,2023-02-07,Gold,54,Adventure,Mcdonald-Walker,Hotel,Cyprus,
578,55,29,2024-12-27,2025-10-04,749.07,Germany,Confirmed,281,Brenda Payne,sheenasilva@davis.com,Mali,2024-08-15,Bronze,59,Adventure,Collins-Robles,Hotel,Micronesia,
579,57,27,2025-02-19,2026-04-09,407.65,Sri Lanka,Confirmed,414,Sean Meyers,anitarodriguez@hotmail.com,Japan,2025-02-04,Bronze,30,Adventure,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
581,68,30,2024-12-21,2026-02-10,1998.7,Guinea-Bissau,Pending,416,Erin Brooks,qramos@yahoo.com,Namibia,2023-04-03,Gold,35,Relaxation,Williams and Sons,Airline,Liechtenstein,
582,95,4,2025-03-13,2025-11-10,542.35,Bhutan,Confirmed,242,Tiffany Allen,greenstephen@gmail.com,South Georgia and the South Sandwich Islands,2023-10-14,Silver,62,Cultural,Nash-Spencer,Hotel,Costa Rica,
583,5,30,2025-05-11,2026-04-07,1083.01,Morocco,Pending,331,Joseph Collier,josepharmstrong@hotmail.com,Portugal,2024-08-04,Silver,41,Relaxation,Williams and Sons,Airline,Liechtenstein,
584,173,7,2023-08-15,2025-12-22,1909.08,Palestinian Territory,Pending,860,Donald Burns,scott13@williams.com,Madagascar,2023-12-12,Bronze,44,Adventure,Williams-Sexton,Hotel,United States of America,
585,33,7,2024-10-19,2026-03-31,908.88,Cayman Islands,Confirmed,528,Amanda Novak,wesley20@lucas.com,South Georgia and the South Sandwich Islands,2024-11-15,Bronze,44,Cultural,Williams-Sexton,Hotel,United States of America,
586,161,20,2025-05-05,2025-08-26,64.26,Samoa,Pending,113,Gail Brown,patricia14@dawson.com,Azerbaijan,2025-02-24,Silver,25,Adventure,Jones-Yates,Hotel,Eritrea,
587,23,24,2023-07-01,2026-01-10,140.73,Holy See (Vatican City State),Confirmed,924,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Gonzalez and Sons,Hotel,Singapore,
588,162,30,2024-02-14,2026-05-03,761.73,Mozambique,Confirmed,809,Kimberly Warner,michael18@lester.net,United States Minor Outlying Islands,2022-08-18,Platinum,34,Business,Williams and Sons,Airline,Liechtenstein,
589,134,24,2025-02-02,2026-02-01,871.05,Colombia,Pending,364,Donald Johnson,uwright@scott.biz,Angola,2024-02-09,Gold,54,Cultural,Gonzalez and Sons,Hotel,Singapore,3.0
590,93,26,2024-03-09,2025-10-07,425.85,Niger,Confirmed,577,Travis Gray,alicia06@hotmail.com,Uganda,2025-01-30,Bronze,62,Cultural,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
591,65,25,2024-05-24,2025-06-15,345.49,Afghanistan,Pending,387,Sharon Ward,laurawu@yahoo.com,Sri Lanka,2023-09-04,Silver,69,Business,"Harris, Mosley and Mcbride",Airline,Saint Martin,4.0
592,89,21,2025-02-28,2026-02-06,1650.84,Guernsey,Cancelled,343,Mary Smith,hernandezcarolyn@miller-chavez.com,Rwanda,2023-03-28,Bronze,27,Relaxation,"Monroe, Solis and Howell",Airline,Cyprus,
593,116,18,2023-10-12,2025-06-10,601.66,Senegal,Pending,607,Amy Barber,qmendoza@juarez-jackson.com,Brazil,2022-12-27,Gold,32,Relaxation,Cooke Inc,Hotel,Colombia,3.0
594,121,21,2024-12-17,2025-07-05,1381.01,Bahamas,Pending,200,Heidi Dixon,stewartangela@fowler.com,Timor-Leste,2022-12-07,Gold,28,Relaxation,"Monroe, Solis and Howell",Airline,Cyprus,2.0
595,150,2,2024-10-24,2026-04-20,499.1,Tajikistan,Confirmed,543,Jared Morgan,francoalyssa@martinez.com,United States of America,2022-07-04,Bronze,38,Adventure,Watts PLC,Hotel,Tuvalu,3.0
595,150,2,2024-10-24,2026-04-20,499.1,Tajikistan,Confirmed,543,Jared Morgan,francoalyssa@martinez.com,United States of America,2022-07-04,Bronze,38,Adventure,Watts PLC,Hotel,Tuvalu,1.0
596,119,28,2023-11-16,2026-02-23,1761.25,British Virgin Islands,Pending,830,Kara Torres,jenkinssandra@west.com,Kuwait,2024-06-18,Silver,48,Romantic,"Lara, Peterson and Brown",Airline,Faroe Islands,2.0
596,119,28,2023-11-16,2026-02-23,1761.25,British Virgin Islands,Pending,830,Kara Torres,jenkinssandra@west.com,Kuwait,2024-06-18,Silver,48,Romantic,"Lara, Peterson and Brown",Airline,Faroe Islands,1.0
597,16,1,2023-05-26,2025-11-29,790.52,Kenya,Pending,918,Kayla Todd,jamesnicholas@evans-hall.info,Kenya,2025-02-25,Platinum,42,Relaxation,Dunn Ltd,Airline,Guernsey,2.0
598,35,8,2025-05-11,2025-12-16,1345.85,Rwanda,Confirmed,219,Joseph Brown,kristinaperkins@hotmail.com,Guyana,2022-12-09,Platinum,33,Relaxation,"Castro, Howard and Jackson",Airline,Saint Martin,1.0
598,35,8,2025-05-11,2025-12-16,1345.85,Rwanda,Confirmed,219,Joseph Brown,kristinaperkins@hotmail.com,Guyana,2022-12-09,Platinum,33,Relaxation,"Castro, Howard and Jackson",Airline,Saint Martin,2.0
599,32,25,2024-11-18,2025-10-01,1378.49,Poland,Cancelled,317,Neil Anderson,contrerasrobert@hoffman.com,France,2024-05-13,Platinum,44,Romantic,"Harris, Mosley and Mcbride",Airline,Saint Martin,
600,79,26,2024-07-04,2025-12-09,757.13,United States of America,Pending,523,Jimmy Herrera,qfigueroa@hotmail.com,Netherlands,2022-11-08,Platinum,70,Romantic,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,1.0
601,135,17,2023-12-10,2026-01-20,1250.65,Ghana,Pending,772,Danielle Zimmerman,wboyd@barnes-martin.com,Guernsey,2024-01-14,Bronze,51,Relaxation,Hernandez-House,Hotel,Suriname,1.0
602,158,2,2023-08-10,2025-08-13,725.16,Australia,Pending,734,Steven Watson,mcooper@coleman.com,Ecuador,2024-11-15,Gold,61,Adventure,Watts PLC,Hotel,Tuvalu,3.0
603,176,22,2024-04-18,2026-01-05,1804.55,Myanmar,Confirmed,627,Julie Davis,bmurray@mclean.net,Guinea-Bissau,2022-12-05,Platinum,31,Cultural,Miranda-Walker,Hotel,Papua New Guinea,
604,127,15,2025-04-18,2026-05-06,829.27,Saint Barthelemy,Confirmed,383,Raymond Armstrong,omoore@hotmail.com,Pitcairn Islands,2023-12-16,Silver,60,Adventure,"Martinez, Adams and Heath",Hotel,Fiji,3.0
605,68,27,2024-05-05,2025-11-11,83.5,Azerbaijan,Pending,555,Erin Brooks,qramos@yahoo.com,Namibia,2023-04-03,Gold,35,Relaxation,"Hunt, Peterson and Chavez",Airline,Turkmenistan,2.0
605,68,27,2024-05-05,2025-11-11,83.5,Azerbaijan,Pending,555,Erin Brooks,qramos@yahoo.com,Namibia,2023-04-03,Gold,35,Relaxation,"Hunt, Peterson and Chavez",Airline,Turkmenistan,4.0
606,141,6,2023-12-20,2025-05-16,375.98,Pitcairn Islands,Pending,513,Stacey Jenkins,xelliott@harris-carter.info,Nepal,2023-08-12,Bronze,34,Relaxation,"Gardner, Davis and Weaver",Airline,Peru,1.0
607,90,13,2023-09-16,2026-03-05,817.35,Falkland Islands (Malvinas),Cancelled,901,Erica Willis,samantha17@yahoo.com,Libyan Arab Jamahiriya,2023-10-07,Platinum,59,Business,Barker LLC,Hotel,Mali,2.0
607,90,13,2023-09-16,2026-03-05,817.35,Falkland Islands (Malvinas),Cancelled,901,Erica Willis,samantha17@yahoo.com,Libyan Arab Jamahiriya,2023-10-07,Platinum,59,Business,Barker LLC,Hotel,Mali,3.0
608,32,22,2025-02-09,2026-01-04,1697.92,Pitcairn Islands,Pending,329,Neil Anderson,contrerasrobert@hoffman.com,France,2024-05-13,Platinum,44,Romantic,Miranda-Walker,Hotel,Papua New Guinea,
609,48,17,2023-12-29,2025-10-26,720.26,Iraq,Pending,667,Scott Page,lisanolan@moore.com,Saint Martin,2023-04-09,Bronze,65,Romantic,Hernandez-House,Hotel,Suriname,4.0
610,70,11,2023-12-12,2025-08-26,1279.81,Colombia,Pending,623,Paul Sandoval,xharris@hotmail.com,Poland,2024-06-07,Bronze,69,Cultural,"Hawkins, Ward and Wagner",Hotel,Iceland,
611,14,16,2023-10-14,2026-03-30,761.54,Serbia,Pending,898,David Martinez,ssweeney@hotmail.com,Saint Pierre and Miquelon,2024-03-29,Gold,24,Relaxation,Gonzalez and Sons,Airline,Pakistan,
612,5,26,2025-02-21,2026-01-23,1460.51,Fiji,Confirmed,336,Joseph Collier,josepharmstrong@hotmail.com,Portugal,2024-08-04,Silver,41,Relaxation,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,4.0
613,186,5,2024-03-30,2025-10-29,1017.15,Qatar,Cancelled,578,Lisa Schmidt,craigtaylor@yahoo.com,Myanmar,2024-12-06,Silver,57,Relaxation,Ruiz-Dunn,Hotel,Western Sahara,
614,167,3,2024-11-20,2025-10-04,1227.25,Germany,Pending,318,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Mcdonald-Walker,Hotel,Cyprus,1.0
614,167,3,2024-11-20,2025-10-04,1227.25,Germany,Pending,318,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Mcdonald-Walker,Hotel,Cyprus,4.0
615,116,29,2023-09-03,2026-03-02,685.89,Bolivia,Pending,911,Amy Barber,qmendoza@juarez-jackson.com,Brazil,2022-12-27,Gold,32,Relaxation,Collins-Robles,Hotel,Micronesia,
616,8,24,2024-02-27,2025-11-25,1178.32,Croatia,Confirmed,637,Victoria Stevens,pstewart@quinn.com,Japan,2022-06-01,Bronze,33,Romantic,Gonzalez and Sons,Hotel,Singapore,
617,144,5,2024-08-22,2026-01-27,415.69,Sierra Leone,Confirmed,523,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,Ruiz-Dunn,Hotel,Western Sahara,
618,104,17,2024-05-22,2025-08-15,1781.82,Macedonia,Pending,450,Heather Taylor,dmartinez@nguyen.info,Kuwait,2024-11-16,Silver,70,Adventure,Hernandez-House,Hotel,Suriname,
619,133,2,2023-05-26,2025-12-07,1554.82,Svalbard & Jan Mayen Islands,Confirmed,926,John Moore,kimberly71@vargas-thompson.biz,Kyrgyz Republic,2024-06-30,Silver,63,Romantic,Watts PLC,Hotel,Tuvalu,
620,27,2,2023-07-07,2026-03-28,752.15,Moldova,Confirmed,995,Kathleen Brown,robin58@hotmail.com,Tunisia,2024-08-13,Platinum,55,Relaxation,Watts PLC,Hotel,Tuvalu,
621,111,10,2025-03-04,2026-04-11,1922.58,Israel,Confirmed,403,Heidi Floyd,maria76@berry-davis.info,Grenada,2023-04-12,Silver,23,Cultural,"Porter, Hampton and Sanchez",Airline,Iran,
622,7,16,2024-03-08,2026-04-30,1894.63,Cambodia,Pending,783,Hunter Wallace,campbellannette@gmail.com,Turkmenistan,2024-09-22,Bronze,59,Relaxation,Gonzalez and Sons,Airline,Pakistan,
623,188,13,2023-08-14,2025-10-29,1470.27,Madagascar,Confirmed,807,Anna Lee,tarmstrong@gmail.com,Slovakia (Slovak Republic),2024-03-23,Platinum,25,Business,Barker LLC,Hotel,Mali,
624,78,24,2023-12-24,2025-10-27,408.92,Malawi,Confirmed,673,Matthew Rodriguez,charlesmcneil@bennett.com,Austria,2022-07-01,Bronze,20,Adventure,Gonzalez and Sons,Hotel,Singapore,
625,144,17,2024-10-16,2025-12-28,843.74,Saint Vincent and the Grenadines,Cancelled,438,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,Hernandez-House,Hotel,Suriname,
626,198,14,2024-01-03,2025-08-24,1692.15,Djibouti,Cancelled,599,Maria Fisher,pricejared@baker-giles.org,Christmas Island,2025-01-30,Bronze,45,Relaxation,Howard Ltd,Airline,Tanzania,3.0
627,141,9,2024-05-10,2026-03-17,940.73,China,Confirmed,676,Stacey Jenkins,xelliott@harris-carter.info,Nepal,2023-08-12,Bronze,34,Relaxation,Peck and Sons,Airline,Namibia,3.0
628,150,7,2024-08-20,2026-04-14,1733.17,Aruba,Confirmed,602,Jared Morgan,francoalyssa@martinez.com,United States of America,2022-07-04,Bronze,38,Adventure,Williams-Sexton,Hotel,United States of America,
629,58,8,2023-07-29,2025-08-27,1429.91,Mali,Confirmed,760,Kevin Young,youngnicholas@hotmail.com,Rwanda,2024-01-29,Bronze,69,Adventure,"Castro, Howard and Jackson",Airline,Saint Martin,
630,31,18,2024-02-14,2025-07-08,966.25,Saint Vincent and the Grenadines,Confirmed,510,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,Cooke Inc,Hotel,Colombia,1.0
630,31,18,2024-02-14,2025-07-08,966.25,Saint Vincent and the Grenadines,Confirmed,510,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,Cooke Inc,Hotel,Colombia,5.0
631,72,14,2025-01-25,2025-07-10,276.36,Vietnam,Pending,166,Traci Hart,sherry24@davis.info,Madagascar,2023-10-10,Platinum,51,Cultural,Howard Ltd,Airline,Tanzania,4.0
632,31,23,2025-05-04,2026-04-26,301.06,Saint Martin,Pending,357,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,Figueroa PLC,Hotel,Greenland,2.0
633,174,9,2024-01-07,2025-06-16,246.54,Liberia,Confirmed,526,Michelle Fischer,angela72@hotmail.com,Bosnia and Herzegovina,2024-11-29,Platinum,58,Romantic,Peck and Sons,Airline,Namibia,1.0
634,168,28,2024-05-07,2025-06-09,76.37,Equatorial Guinea,Pending,398,Jeffrey Norris,felliott@gmail.com,Ireland,2022-09-11,Platinum,66,Relaxation,"Lara, Peterson and Brown",Airline,Faroe Islands,4.0
